Title,Contents
개발 공통-WEB/WAS GZIP 설정을 통한 성능 향상,"성능 개선을 위해서 Apache / Tomcat 서버에 gzip 압축 적용
[https://gitabout.com/18](https://gitabout.com/18)
[https://blog.naver.com/wizardkyn/220714079323](https://blog.naver.com/wizardkyn/220714079323)"
개발 공통-WEB/WAS 시스템 보안 점검 항목,"[https://www.ncloud.com/product/security/systemSecurityChecker](https://www.ncloud.com/product/security/systemSecurityChecker)
위 링크를 참조해주시기 바랍니다."
개발 공통-Windows 서버에 서버 세팅방법,"1. jdk 설치 : 압축을 c:/java 폴더에 해제
2. apach-tomcat-8.5.72 설치 : 설치경로는 c:\Tomcat8.5 (기본경로로 설치하면 경로명에 공백이 들어가서 많은 문제 있습니다.)
3. 톰캣서버 설정 변경
4. redis 설치 , password 설정
5. c:\tomcat8.5\webapps\ksacrm 폴더에 백엔드, 프론트엔드 파일 복사
6. Monitor Tomcat 프로그램 시작해서 tomcat 서비스 재시작
7. 파이어월에서 80 포트 오픈"
개발 공통-링크 처리 정규표현식(Regex),"링크 처리 정규표현식 관련해서 웹에 공개된게 별로 없고 잘 안되서 여러 삽질 끝에 사용할 만한것을 만들었습니다.
파이썬 뿐만이 아니라 JS, Java, C# 등 그 외 언어에서도 활용이 가능하니 참고하시길 바랍니다.
링크 처리 조건:
1. 스키마: http, https, 또는 www 시작되는 링크들만 추출 (e.g. [http://google.com](http://google.com/), [https://www.google.com](https://www.google.com/))
2. 도메인: [단어.단어.단어] 형식의 패턴 인식 (e.g. aicrm.salevis.co.kr)
3. 경로: [/단어/단어/단어] 형식의 패턴 인식 (e.g. ../account/details/edit)
4. 파일명: [.단어] 형식의 패턴 인식 (e.g. ../map/index.html)
5. 쿼리: [?단어=단어&단어=단어] 형식의 패턴 인식 (e.g. ../search?query=regex&category=python)
Regex 패턴 (수정됨, 2022/01/17):`r'\b((?:https?://|www\.)(?:[0-9a-zA-Z]+\.?)+(?:(?:/[\w@\-%=]+)?)+(?:\.\w+)?(?:/?\?\w+=[\w%.+\-_=\|]+(?:(?:&\w+=(?:[\w%.+\-_=\|]+)?)?)+)?(?:#\w+)?)'`"
개발 공통-이 기종 DB Link,"이기종 DB Link 관련 가이드 자료
[https://teams.microsoft.com/l/file/FE208E67-79F9-4677-8604-6D43AAB17649?tenantId=a0f8ce05-1c8d-4116-913f-478ebb90edcb&fileType=pdf&objectUrl=https%3A%2F%2Fsoftzion.sharepoint.com%2Fsites%2Fmsteams_d48474%2FShared%20Documents%2F%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0%2F%EC%98%A4%EB%9D%BC%ED%81%B4-%EC%9D%B4%EA%B8%B0%EC%A2%85DBLink.pdf&baseUrl=https%3A%2F%2Fsoftzion.sharepoint.com%2Fsites%2Fmsteams_d48474&serviceName=teams&threadId=19:c1c2cff65bb74703a1bdd91e351e03aa@thread.tacv2&groupId=1f185631-346b-4783-90b2-de71bf347bba](https://teams.microsoft.com/l/file/FE208E67-79F9-4677-8604-6D43AAB17649?tenantId=a0f8ce05-1c8d-4116-913f-478ebb90edcb&fileType=pdf&objectUrl=https%3A%2F%2Fsoftzion.sharepoint.com%2Fsites%2Fmsteams_d48474%2FShared%20Documents%2F%EC%A7%80%EC%8B%9D%EA%B3%B5%EC%9C%A0%2F%EC%98%A4%EB%9D%BC%ED%81%B4-%EC%9D%B4%EA%B8%B0%EC%A2%85DBLink.pdf&baseUrl=https%3A%2F%2Fsoftzion.sharepoint.com%2Fsites%2Fmsteams_d48474&serviceName=teams&threadId=19:c1c2cff65bb74703a1bdd91e351e03aa@thread.tacv2&groupId=1f185631-346b-4783-90b2-de71bf347bba)"
개발 공통-자주 사용하는 Git 명령어,"[https://about.gitlab.com/images/press/git-cheat-sheet.pdf](https://about.gitlab.com/images/press/git-cheat-sheet.pdf)
위 pdf를 참조해주시기 바랍니다."
개발 공통-코딩스타일 가이드,"1. 모든 javascirpt, html, css, java, xml 파일은 tab to space 적용, tab size 는 2
2. javascript 와 java 의 띄워쓰기는 아래와 같이
![Untitled](%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%A9%E1%86%BC%E1%84%90%E1%85%A9%E1%86%BC-%E1%84%8F%E1%85%A9%E1%84%83%E1%85%B5%E1%86%BC%E1%84%89%E1%85%B3%E1%84%90%E1%85%A1%E1%84%8B%E1%85%B5%E1%86%AF%20%E1%84%80%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%83%E1%85%B3%20cb6a1076fad24cceacf3945b95fa28e7/Untitled.png)
```bash
) { 사이는 한칸띄움 if/while 과 ( 사이는 한칸띄움
( ) 안의 문장은 ( ) 와 간격을 띄우지 않음
=, >=, == 등호/부등호의 앞,뒤는 한칸 띄움
3. mybatis 용 xml 파일도 위 2번과 동일한 롤입니다.
아래와 같습니다.
<if test='TelNo != null and TelNo != """"'>, HEX(AES_ENCRYPT(#{TelNo}, 'SALEVIS4'))</if>
단 if test 후에 있는 = 는 띄움없이 붙여 주세요.
#{TelNo} 와 같이 띄움없이 붙여주세요.
4. javascript 에서 문장 끝에 ; 을 꼭 붙여 주세요.
단 if 문의 {} 는 ; 붙일 필요 없습니다. json 선언을 위한 {} 는 문장 끝이므로 ; 를 붙입니다.
```"
고객사 유지보수용 IP (61.35.16.253) 외부 접속 방법-61.35.16.253 공인 IP를 VPN으로 접속,"외부에서 사내 SOFTZION-RND-PUB5G에 접속하시려면 VPN을 이용하면 됩니다.
아래 글을 참고하여 VPN을 설정했고, 윈도에서 VPN으로 연결하면 됩니다.
VPN 연결 계정 정보는
접속 IP : 61.35.16.253
ID : szrnddev 또는 szrnddev2 또는 szrnddev3 사용
PW : szrnd@pub2021$
- 연결이 안될 경우 다른 사용자가 사용중 일 수 있으므로 다른 ID 로 접속 필요함
- 계정 관리 담당자 : 연구소 최원영 수석
- 윈도우 10 이하
[https://medical8282.tistory.com/11](https://medical8282.tistory.com/11)
- 윈도우 11 이상
[https://m.blog.naver.com/toruin84/222664575387](https://m.blog.naver.com/toruin84/222664575387)"
구글 애널리틱스 (GA4) - 초기 세팅 방법,"1. [구글 애널리틱스](https://analytics.google.com/analytics/web/?hl=ko#/)에 접속하여 ‘측정 시작’ 버튼을 클릭합니다.
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled.png)
1. 계정 이름을 설정해 줍니다.
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled%201.png)
1. [관리자 > 데이터 스트림]이나 생성 페이지에서 데이터 스트림을 세팅해 주세요.
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled%202.png)
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled%203.png)
1. 웹 스트림 세부정보에서 생성된 Google 태그를 확인 할 수 있습니다.
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled%204.png)
2. 향상된 측정 기능 설정
![Untitled](%E1%84%80%E1%85%AE%E1%84%80%E1%85%B3%E1%86%AF%20%E1%84%8B%E1%85%A2%E1%84%82%E1%85%A5%E1%86%AF%E1%84%85%E1%85%B5%E1%84%90%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%20(GA4)%20-%20%E1%84%8E%E1%85%A9%E1%84%80%E1%85%B5%20%E1%84%89%E1%85%A6%E1%84%90%E1%85%B5%E1%86%BC%20%E1%84%87%E1%85%A1%E1%86%BC%E1%84%87%E1%85%A5%E1%86%B8%204f71b76e8ac34be2a5a851ef70d84bb1/Untitled%205.png)"
동적으로 생성되는 HTML TABLE의 ROWSPAN과 COLSPAN 처리는 어떻게 하나요?,"### 내용
동적으로 생성되는 HTML TABLE의 ROWSPAN과 COLSPAN 처리는 어떻게 하나요?
행이나 열 단위로 동일한 값이 있을 경우 Row, Column 단위로 Merge 처리를 하고 싶습니다.
---
### 답변
Row, Column 단위 Merge 처리를 위해서는 크게 아래 2가지 방법이 있습니다.
1. SQL 문에서 데이터를 Merge 처리해서 생성하는 방법
2. Frontend에서 Jquery 등으로 처리하는 방법
위 2가지 방법중 Jquery를 이용하는 방법은 아래 자료를 참고해 보시기 바랍니다.
[https://interdigm.tistory.com/entry/jquery-%EC%97%B4%EA%B3%BC-%ED%96%89-%EC%9E%90%EB%8F%99%ED%95%A9%EC%B9%98%EA%B8%B0](https://interdigm.tistory.com/entry/jquery-%EC%97%B4%EA%B3%BC-%ED%96%89-%EC%9E%90%EB%8F%99%ED%95%A9%EC%B9%98%EA%B8%B0)"
메일서버 (hMail Server)-Window server용 무료 SMTP / POP3 메일 서버,"[https://xetown.com/tips/1304642](https://xetown.com/tips/1304642)
위 링크를 참조해주시기 바랍니다."
메일서버 설정시 스팸 방지 설정,"스팸 서버 방지를 위한 메일 서버 설정
[https://bokunn91.medium.com/%EA%B5%AC%EC%B6%95%ED%95%9C-%EB%A9%94%EC%9D%BC-%EC%84%9C%EB%B9%84%EC%8A%A4%EC%97%90%EC%84%9C-%EB%A9%94%EC%9D%BC%EC%9D%84-%EC%84%B1%EA%B3%B5%EC%A0%81%EC%9C%BC%EB%A1%9C-%EB%B0%9C%EC%86%A1%ED%95%98%EA%B8%B0-%EC%9C%84%ED%95%9C-%EB%B0%A9%EB%B2%95-6%EC%84%A0-4344a6031a8a](https://bokunn91.medium.com/%EA%B5%AC%EC%B6%95%ED%95%9C-%EB%A9%94%EC%9D%BC-%EC%84%9C%EB%B9%84%EC%8A%A4%EC%97%90%EC%84%9C-%EB%A9%94%EC%9D%BC%EC%9D%84-%EC%84%B1%EA%B3%B5%EC%A0%81%EC%9C%BC%EB%A1%9C-%EB%B0%9C%EC%86%A1%ED%95%98%EA%B8%B0-%EC%9C%84%ED%95%9C-%EB%B0%A9%EB%B2%95-6%EC%84%A0-4344a6031a8a)"
배포 시 별도의 Context Path가 주어진 상황에서의 기존 소스 수정 방법 공유,"인천공항 VOC 작업 중 Weseed VOC의 중간 작업물을 배포하면서 발생한 이슈 처리 사항입니다.
배포 환경: JEUS8 - Webtob
개발 환경: 전자정부 프레임워크 4.1 - Angular cli v12
기존 단일 서버에 단일 프로젝트를 배포할 때와 달리 여러 프로젝트를 단일 서버에 배포하게 될 경우, jeus에서 소스 별로 Context Path를 부여해주는데요, 우리의 프로젝트들은 모두 Root Path를 기준으로 짜여진 소스이다 보니, Context Path가 주어졌을 때의 WAS로의 요청, Web에서의 라우팅 등의 작업이 원활하지 않습니다.
해서 이번 인천공항 VOC의 중간 배포 작업 중 해당 이슈에 대한 조치사항을 공유합니다.
1. 외부 파일 참조 시 **절대 경로 대신 상대 경로**를 지정할 것
- 절대 경로는 Root Path를 기준으로 참조하는 만큼 Context Path가 주어졌을 때 외부 파일을 올바르게 참조할 가능성이 낮습니다. 따라서 절대 경로 대신 상대 경로를 써, Context Path 기준으로 파일을 참조하도록 작업합니다.
예시 ) 절대 경로 (’/assets/font/….’) 대신 상대 경로 (’assets/font/…’)를 참조
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled.png)
1. **base href** 설정
- base href는 모든 상대 URL의 기본 주소를 설정해주는 옵션인데요, index.html에서 직접 설정할 수 있고, Angular 프로젝트의 경우 build 옵션에서 설정해 줄 수도 있습니다. base href가 지정되면, 소스 내 모든 상대 URL은 해당 base href를 기반으로 해석됩니다.
예시 ) baseHref 옵션 설정을 통해 빌드 시 base href가 지정된 모습(직접 지정해도 됩니다!)
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%201.png)
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%202.png)
예시 2) base href 설정에 따라 polyfills.js 참조 시 /voc/polyfills.js를 참조하게 되는 모습
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%203.png)
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%204.png)
1. **요청 URL 수정** (PostApiService 수정)
- Web 뿐 아니라 WAS 역시 해당 Context Path 기반으로 요청을 받습니다. 예를 들어 Context Path가 voc로 설정될 시, RequestMapping Url 앞에 /voc 가 포함되게 됩니다.
그렇다면 요청 URL 역시 그에 맞게 바꿔주어야 하는데요, 현재 우리 소스의 모든 api요청을 담당하는 PostApiService의 수정이 불가피합니다. 최대한 우리 소스의 설정에 맞춰 PostApiService를 수정해 봤습니다.
- global-config.ts 수정
global-config.ts 안의 CONSTANT 객체에는 URL에 대한 기본 설정이 선언되어 있습니다. 이 중 대부분의 소스에선 공란일 CONSTANT.URL.CONTEXT 속성을 부여받은 Context Path로 지정 해 줍니다.
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%205.png)
- PostApiService 수정
요청을 보낼 Url을 생성해주는 getUrl()메소드를 수정해 줍니다. 대부분 기존의 domainPort와 domainVersion 사이에 삽입해 주면 됩니다.
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%206.png)
결과 - 요청 URL에 Context Path가 잘 포함되어 전송되는 모습
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%207.png)
** 배포 시에는 Context Path가 지정되어 별도의 서버 작업은 필요치 않지만, 톰캣 서버에서 개발 작업 시에는 Deployment의 Apllication Context를 해당 Context Path로 수정 후 작업해야 원활한 작업을 할 수 있습니다.
예시) tomcat 서버 설정에서 Context Path를 지정해주는 모습
![Untitled](%E1%84%87%E1%85%A2%E1%84%91%E1%85%A9%20%E1%84%89%E1%85%B5%20%E1%84%87%E1%85%A7%E1%86%AF%E1%84%83%E1%85%A9%E1%84%8B%E1%85%B4%20Context%20Path%E1%84%80%E1%85%A1%20%E1%84%8C%E1%85%AE%E1%84%8B%E1%85%A5%E1%84%8C%E1%85%B5%E1%86%AB%20%E1%84%89%E1%85%A1%E1%86%BC%E1%84%92%E1%85%AA%E1%86%BC%E1%84%8B%E1%85%A6%E1%84%89%E1%85%A5%E1%84%8B%20fff2160720b2466e85a08ae755fd5aac/Untitled%208.png)"
백엔드에서 여러개의 쿼리 작업을 한번에 하는 api 를 만드는 방법,"1. 틀린방법
controller 에서 api 를 하나 만들고,
baseService.insert, baseService.update, baseService.delete 를 여러줄 중복해서 사용하고,
controller 에서 트랜젝션 코드를 추가 합니다.
=> 이유 : baseService 의 insert, update, delete 함수 안에 transaction 코드가 있으므로, transacton 이 중복됩니다.
1. 틀린방법
controller 에서 api 를 하나 만들고,
baseDao.insert, baseDao.update, baseDao.delete 를 여러줄 중복해서 사용하고,
controller 에서 트랜젝션 코드를 추가 합니다.
=> 이유 : 컨트롤러에서 dao 를 직접 호출하면 안 됩니다.
MVC 모델 관점에서 Controller 는 데이터를 직접 access 하지 않아야 하므로, dao 를 직접 호출하지 않습니다. 대신 Model 이 데이터를 직접 access 하도록 해야 됩니다.
코이카에서 시큐어코드 점검에서 이렇게 사용한 예를 지적 받은 적이 있습니다.
1. 바른방법
controller 에서 api 를 하나 만들고,
service 도 만들어 function 을 추가하고, controller 에서는 service 쪽의 function 을 호출하도록 합니다.
service 의 function 안에서
baseDao.insert, baseDao.update, baseDao.delete 를 여러줄 중복해서 사용하고,
controller 에서 트랜젝션 코드를 추가 합니다."
성능 테스트의 중요성과 목적 그리고 효과,"성능 테스트의 중요성과 목적 그리고 효과
- **성능 테스트의 중요성과 목적**: 성능 테스트는 서비스의 트래픽이 폭발할 때나 성장할 때 자원 할당이나 안정성을 확보하기 위한 근거를 제공한다. 또한 성능 문제를 미리 감지하고 해결할 수 있다.
- **성능 테스트 툴 소개**: 성능 테스트 툴은 서버에 부하를 주고 응답을 검증하는 도구이다. jmeter, ngrinder, grafana k6 등 다양한 툴이 있으며, grafana k6를 추천한다.
- **프로파일러 소개**: 프로파일러는 서버의 성능 데이터를 수집하고 분석하는 도구이다. VisualVM, Scouter 등 다양한 툴이 있으며, 각각 장단점이 있다.
- **주요 모니터링 지표**: CPU 사용량, 메모리 사용량, 네트워크 트래픽, 스레드 상태, 디스크 사용량, 요청 처리 시간, 데이터베이스 상태 등을 모니터링하여 서버의 성능을 평가하고 개선할 수 있다.
- **주의 사항**: 성능 테스트는 별도의 머신에서 진행해야 하며, 애플리케이션의 특성과 지표를 이해해야 한다. 또한 베이스 라인을 만들어서 비교하고 분석해야 한다.
원문
[https://f-lab.kr/blog/importance%20of%20performance%20Testing?fbclid=IwAR0UZtRd7HHKU_CqM-xPS1FrSIEvRlcrfdO64gQfo8pyLaCmJ5pcUZIGYVY](https://f-lab.kr/blog/importance%20of%20performance%20Testing?fbclid=IwAR0UZtRd7HHKU_CqM-xPS1FrSIEvRlcrfdO64gQfo8pyLaCmJ5pcUZIGYVY)"
세종Agent 개발 관련-세종 Agent 결과코드,"세종 Agent 결과코드
![Untitled](%E1%84%89%E1%85%A6%E1%84%8C%E1%85%A9%E1%86%BCAgent%20%E1%84%80%E1%85%A2%E1%84%87%E1%85%A1%E1%86%AF%20%E1%84%80%E1%85%AA%E1%86%AB%E1%84%85%E1%85%A7%E1%86%AB-%E1%84%89%E1%85%A6%E1%84%8C%E1%85%A9%E1%86%BC%20Agent%20%E1%84%80%E1%85%A7%E1%86%AF%E1%84%80%E1%85%AA%E1%84%8F%E1%85%A9%E1%84%83%E1%85%B3%20bd8f06b47a5848cb9ffd9a6de34f4cb6/Untitled.png)"
세종Agent 개발 관련-에러코드 924 - campaignimplcustomer.ResultCode,"에러코드 924 - campaignimplcustomer.ResultCode
---
대체발송시 text2 필드 누락.
msg_queue 테이블의 K_NEXT_TYPE 이 0 이 아닌 경우 text 필드의 내용으로 알림톡을 보내는 것이 실패하면, text2 필드의 내용으로 SMS, LMS, MMS 발송을 다시 시도함.
K_NEXT_TYPE 이 0 인 경우는 text2 가 없어도 되지만, 0 이 아닌 경우는 text2 가 없으면 무조건 발송실패 됨 (에러코드924)"
세종Agent 개발 관련-중복에러 기준,"에러코드 507인 중복 처리되는 기준은 아래와 같습니다.
1.해당 수신 번호로 최근 50건 조회 X
- > Queue 테이블에 insert된 순서대로 50건을 담고, 그 안에서 수신선호 + 2번내용으로 중복체크
( 즉, insert된 순서로 1번과 51번째의 수신번호와 내용이 같으면 성공처리됨
2.문자 내용의 첫 글자부터 80byte (한글 기준 40자) 가 동일한 경우"
연구소 주간 보고서 (2023년 자료),"비고: 2023년 연구소 주간보고서 엑셀 파일
첨부 파일: ../%25EC%2597%25B0%25EA%25B5%25AC%25EC%2586%258C_%25EC%25A3%25BC%25EA%25B0%2584%25EB%25B3%25B4%25EA%25B3%25A0%25EC%2584%259C(2023).xlsx"
"오라클 테이블, 컬럼별 데이터 건수 확인 쿼리","```jsx
-- Oracle 11g - 테이블/컬럼별 데이터 건수 조회 쿼리
-- Where 조건의 Owner는 실제 테이블 Owner로 수정 필요
SELECT a.owner
, a.table_name
, a.comments AS table_comment
, c.column_id
, b.column_name
, b.comments AS column_comment
, TO_NUMBER(
dbms_xmlgen.getxmltype(
'SELECT COUNT(' ||
CASE
WHEN SUBSTR(c.data_type, 1, 9)
IN ('DATE', 'TIMESTAMP', 'FLOAT', 'NUMBER', 'BINARY_DO', 'CHAR', 'NCHAR', 'VARCHAR', 'VARCHAR2', 'NVARCHAR', 'NVARCHAR2')
THEN b.column_name
ELSE 'NULL'
END
|| ') FROM ' || a.owner || '.' || b.table_name
).Extract('//text()')
)          AS RowsCount
FROM all_tab_comments a
, all_col_comments b
, all_tab_columns c
WHERE a.owner = b.owner
AND b.owner = c.owner
AND a.table_name = b.table_name
AND b.table_name = c.table_name
AND b.column_name = c.column_name
AND a.table_type = 'TABLE'
and a.OWNER = 'SALEVISDEV' ;
```"
